timestamp,value
2025-04-03 11:54:43,4729
2025-04-03 11:54:43,4729
2025-04-03 11:54:43,4729
2025-04-03 11:54:43,3804
2025-04-03 11:54:44,1611
2025-04-03 11:54:44,3801
2025-04-03 11:54:44,161811
2025-04-03 11:54:44,1618141
2025-04-03 11:54:44,3.799
2025-04-03 11:54:44,3.799
2025-04-03 11:54:44,3.798
2025-04-03 11:54:44,1815151
2025-04-03 11:54:45,11012161
2025-04-03 11:54:45,1015161
2025-04-03 11:54:45,3.798
2025-04-03 11:54:45,3.798
2025-04-03 11:54:45,1012161
2025-04-03 11:54:45,3.798
2025-04-03 11:54:45,3.797
2025-04-03 11:54:45,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:46,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:47,3.797
2025-04-03 11:54:48,1815151
2025-04-03 11:54:48,3.796
2025-04-03 11:54:48,1012151
2025-04-03 11:54:48,1815151
2025-04-03 11:54:48,3.796
2025-04-03 11:54:48,1815151
2025-04-03 11:54:48,1013151
2025-04-03 11:54:48,1815151
2025-04-03 11:54:49,1012151
2025-04-03 11:54:49,11015151
2025-04-03 11:54:49,1815151
2025-04-03 11:54:49,5.337
2025-04-03 11:54:49,5.329
2025-04-03 11:54:49,5.329
2025-04-03 11:54:49,5.328
2025-04-03 11:54:49,5.328
2025-04-03 11:55:00,3.799
2025-04-03 11:55:00,3.799
2025-04-03 11:55:00,3.798
2025-04-03 11:55:00,1815151
2025-04-03 11:55:00,11012161
2025-04-03 11:55:00,1015161
2025-04-03 11:55:00,3.798
2025-04-03 11:55:01,3.798
2025-04-03 11:55:01,1012161
2025-04-03 11:55:01,3.798
2025-04-03 11:55:01,3.797
2025-04-03 11:55:01,3.797
2025-04-03 11:55:01,3.797
2025-04-03 11:55:01,3.797
2025-04-03 11:55:01,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:02,3.797
2025-04-03 11:55:03,3.797
2025-04-03 11:55:03,3.797
2025-04-03 11:55:03,3.797
2025-04-03 11:55:03,3.797
2025-04-03 11:55:03,1815151
2025-04-03 11:55:03,3.796
2025-04-03 11:55:03,1012151
2025-04-03 11:55:03,1815151
2025-04-03 11:55:04,3.796
2025-04-03 11:55:04,1815151
2025-04-03 11:55:04,1013151
2025-04-03 11:55:04,1815151
2025-04-03 11:55:04,1012151
2025-04-03 11:55:04,11015151
2025-04-03 11:55:04,1815151
2025-04-03 11:55:04,5.337
2025-04-03 11:55:05,5.329
2025-04-03 11:55:05,5.329
2025-04-03 11:55:05,5.328
2025-04-03 11:55:05,5.328
2025-04-03 11:55:05,5.327
2025-04-03 11:55:05,5.327
2025-04-03 11:55:05,5327
2025-04-03 11:55:06,5.327
2025-04-03 11:55:06,5.326
2025-04-03 11:55:06,5.326
2025-04-03 11:55:06,5.326
2025-04-03 11:55:06,5326
