timestamp,value
2025-04-03 11:54:04,1729
2025-04-03 11:54:04,4729
2025-04-03 11:54:04,4729
2025-04-03 11:54:04,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:05,4729
2025-04-03 11:54:06,4729
2025-04-03 11:54:06,4729
2025-04-03 11:54:06,1729
2025-04-03 11:54:06,4729
2025-04-03 11:54:06,4729
2025-04-03 11:54:06,4729
2025-04-03 11:54:06,4729
2025-04-03 11:54:06,4729
2025-04-03 11:54:07,4729
2025-04-03 11:54:07,4729
2025-04-03 11:54:07,4729
2025-04-03 11:54:07,3804
2025-04-03 11:54:07,1611
2025-04-03 11:54:07,3801
2025-04-03 11:54:07,161811
2025-04-03 11:54:08,1618141
2025-04-03 11:54:08,3.799
2025-04-03 11:54:08,3.799
2025-04-03 11:54:08,3.798
2025-04-03 11:54:08,1815151
2025-04-03 11:54:08,11012161
2025-04-03 11:54:08,1015161
2025-04-03 11:54:08,3.798
2025-04-03 11:54:09,3.798
2025-04-03 11:54:09,1012161
2025-04-03 11:54:09,3.798
2025-04-03 11:54:09,3.797
2025-04-03 11:54:09,3.797
2025-04-03 11:54:09,3.797
2025-04-03 11:54:09,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:10,3.797
2025-04-03 11:54:11,3.797
2025-04-03 11:54:21,4729
2025-04-03 11:54:21,4729
2025-04-03 11:54:21,4729
2025-04-03 11:54:21,4729
2025-04-03 11:54:21,4729
2025-04-03 11:54:21,1729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:22,4729
2025-04-03 11:54:23,3804
2025-04-03 11:54:23,1611
2025-04-03 11:54:23,3801
2025-04-03 11:54:23,161811
2025-04-03 11:54:23,1618141
2025-04-03 11:54:23,3.799
2025-04-03 11:54:23,3.799
2025-04-03 11:54:23,3.798
2025-04-03 11:54:24,1815151
2025-04-03 11:54:24,11012161
2025-04-03 11:54:24,1015161
2025-04-03 11:54:24,3.798
2025-04-03 11:54:24,3.798
2025-04-03 11:54:24,1012161
2025-04-03 11:54:24,3.798
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:25,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:26,3.797
2025-04-03 11:54:27,3.797
2025-04-03 11:54:27,1815151
2025-04-03 11:54:27,3.796
2025-04-03 11:54:27,1012151
2025-04-03 11:54:27,1815151
2025-04-03 11:54:27,3.796
